name,dob,gender,address,aadharNumber,phoneNumber,isTrainPassActive,isBusPassActive,image
Nishith Karpe,16-02-02,female,"09/74
Srinivas
Sangli-Miraj & Kupwad-398276",7.50298E+11,7.50773E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Indrajit Iyengar,04-04-84,female,"88/43
Chana Ganj
Panchkula-421654",5.09151E+11,26289188168,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Bhamini Chad,07-10-12,female,"34/42
Sahni Ganj
Moradabad 976909",3.8581E+11,9.19847E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Adira Tripathi,11-03-19,male,"838, Sani Nagar
Ghaziabad 188817",3.27218E+11,290820203,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Indranil Hegde,25-12-39,male,"H.No. 72, Dada Zila, Sirsa-568841",4.65574E+11,917968029,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Anya Hayer,06-09-49,female,"61/160
Bhatnagar Ganj
Faridabad 186441",79096036243,9389415939,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Drishya Ahluwalia,22-09-74,female,"54/67, Shenoy, Karimnagar-818251",4.49803E+11,9129796180,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Biju Sandal,23-06-69,male,"234
Chawla Zila
Tenali-700710",1.69367E+11,76487389210,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Vidur Magar,17-07-05,male,"21/05, Chada Circle
Yamunanagar 998159",5.95372E+11,9179006899,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Raunak Chand,09-07-99,female,"68/59
Brahmbhatt Road, Burhanpur 087823",1533877796,1020758317,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Hiran Agrawal,09-02-11,male,"85/552, Saran Nagar
Faridabad-982943",1.62648E+11,9.16963E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Nitara Sarma,02-05-36,female,"H.No. 92, Kadakia Ganj, Mysore 410517",4.7535E+11,562770806,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Sahil Kara,24-10-73,male,"99/032
Sagar Nagar, Berhampur-985491",7.79147E+11,9.16703E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Vihaan Sachar,09-01-08,female,"137
Garde Ganj, Dhule 979924",1.27202E+11,6.23646E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Sahil Dhar,22-08-50,female,"22, Baral Zila, Gudivada 027910",5.14519E+11,9188760872,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Seher Sampath,02-07-23,male,"H.No. 049
Saini Chowk, Saharsa-896648",8.14567E+11,19983179356,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Shamik Rau,08-12-62,male,"07/467, Bath Street
Kolhapur-725571",2.80251E+11,916864262,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Anahita Sekhon,09-10-78,male,"H.No. 491, Suresh, Munger-717670",9.16595E+11,80568824875,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Hiran Agrawal,04-05-01,male,"45
Shenoy Chowk
Thane 362987",15652104713,8086996345,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Ojas Singhal,22-03-09,male,"89
Wagle Ganj, Pondicherry-496676",2.81018E+11,8698850656,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Taimur Ranganathan,21-10-51,female,"71/807, Shere Circle
Mathura-170775",1.00252E+11,810874619,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Heer Vig,05-08-58,male,"79/01
Dora Chowk
Aizawl 023993",6.45956E+11,9.1493E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Pari Iyer,22-01-09,female,"H.No. 17
Hayre Ganj
Panihati-014412",86341068366,5.13774E+12,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Onkar Rastogi,27-11-61,male,"29, Loke Path, Bulandshahr-720848",40401352429,915924415,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Elakshi Garg,14-10-72,male,"H.No. 418, Rama Ganj
Burhanpur-482982",6.88175E+11,9.14981E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Amira Chaudhry,17-08-69,female,"H.No. 63, Mannan Street
North Dumdum-843010",7.0031E+11,9398062198,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Oorja Chaudhuri,09-08-37,female,"735
Sarma Chowk
Phusro-396716",9.21929E+11,9.94287E+12,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Vritika Gera,18-10-33,male,"H.No. 31, Madan Street, Pudukkottai 751984",5.28458E+11,1.70499E+12,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Aarna Jayaraman,25-09-77,female,"48/53, Wadhwa Ganj
Karawal Nagar 536924",4.08746E+11,9179495735,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Veer Tandon,03-04-83,male,"70/432
Mall Marg
Anantapuram-098383",5.59113E+11,31899499770,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Ojas Bhat,17-08-24,male,"331, Khalsa Zila
Ambattur-547810",24406432853,918757530,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Veer Grover,10-10-35,male,"H.No. 889
Raj Nagar
Anantapur-871268",84672072197,33957033080,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Hrishita Sankaran,26-07-08,female,"04
Malhotra Path
North Dumdum-525266",8.05357E+11,9.15957E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Vidur Som,21-04-16,female,"862, Din Path, Jamshedpur 188877",9.6541E+11,26307393738,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Anay Deep,09-04-15,male,"716, Bassi Road, Jaunpur 119543",67423132619,9129162272,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Dhruv Dass,20-08-00,male,"H.No. 67, Cherian Zila, Machilipatnam-149782",2.58657E+11,918617283,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Vritika Goyal,08-05-37,male,"22/38
Sekhon Street
Amravati-132074",4.06378E+11,67088871639,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Heer Vaidya,13-06-20,male,"93/285
Hans
Raebareli-231381",15615773684,1130963534,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Farhan Kunda,30-04-36,female,"81/48, Brar
Aizawl-568276",3.80633E+11,7909822539,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Gatik Bera,18-10-88,male,"86/43, Bedi Path
Rajahmundry-865445",2.50776E+11,9359351684,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Purab Krish,10-05-63,male,"94/890
Salvi Nagar
Yamunanagar 510951",1.05052E+11,737397700,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Heer Barad,15-10-63,female,"12/15, Bhargava Zila, Unnao 065283",6.60277E+11,9169715627,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Vritika Srivastava,18-12-30,female,"H.No. 355, Jayaraman Marg, Jorhat-590201",7.2574E+11,9.10693E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Aarna Bhalla,28-06-82,male,"H.No. 317, Apte Chowk, Rajkot 990662",7.76696E+11,4148795610,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Pari Chakraborty,09-01-65,female,"88
Swaminathan
Bilaspur-019941",7242429770,7.05788E+12,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kashvi Dugar,01-11-20,male,"H.No. 83, Dutt Zila, Karnal 633203",8.08021E+11,50456865487,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Aaina Anne,24-03-70,male,"27, Gopal Circle, Imphal 381810",2.291E+11,70933715,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Amira Ganesh,04-11-52,female,"28/83, Korpal Ganj, Aligarh 532376",9.90166E+11,5.22648E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Pari Ghosh,01-06-66,male,"671, Srinivas Zila, Jamalpur 961926",2.80615E+11,9.10927E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Mahika Trivedi,10-11-61,female,"47/688, Lad Path, Bahraich 709141",5.87285E+11,3258655153,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Fateh Bora,08-07-55,male,"57/12
Golla Street
Thiruvananthapuram 605902",6.64809E+11,3.96792E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Samar Chaudry,17-06-30,male,"06/45
Jaggi Circle, Jamshedpur-887231",3.02963E+11,697901688,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Jayant Dugar,04-03-10,female,"02/371
Vala Circle
Bhusawal-775534",5.64876E+11,9.16731E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Neysa Basu,24-12-34,female,"47, Sood Marg, Khora -586962",6.27852E+11,7376104451,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Akarsh Swamy,06-06-57,female,"44/133
Upadhyay Marg
Bhiwani 814294",5.65246E+11,3.72941E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Tanya Bhatt,08-02-24,male,"H.No. 58
Borra Nagar
Kavali 795825",6.03806E+11,9508920827,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Lakshay Bumb,20-02-88,male,"84/888
Kant Marg
Aligarh-754311",3.43362E+11,9.10895E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Lakshay Sane,22-01-30,male,"H.No. 473, Sachdeva Street, Katihar-778655",1.10541E+11,932945836,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Seher Mangat,02-03-13,male,"55/759, Buch
Jaunpur 980370",3.78678E+11,92667382228,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Myra Wali,30-05-76,female,"63/63
Tara Road
Ahmednagar-443032",5.18936E+11,3588944696,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Samaira Shere,15-10-61,female,"H.No. 707, Bala Path, Singrauli 385360",2.97166E+11,731972709,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Himmat Konda,08-01-61,female,"22/49
Gaba Path
Avadi-391213",7.73812E+11,6798424778,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Oorja Kibe,20-04-21,male,"947
Salvi Nagar, Pimpri-Chinchwad-024145",7.13617E+11,9.12972E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Rania Baral,28-05-66,female,"88
Brahmbhatt Street, Gudivada-243633",3.16194E+11,9676631778,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Renee Krishna,18-01-60,female,"40
Konda Zila, Gulbarga 613897",1.8411E+11,9116785814,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Yasmin Ramesh,16-02-91,female,"43/54
Borah Street, Bhavnagar 960392",2.41847E+11,912755388,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Jivika Dutta,14-02-04,female,"H.No. 48, Setty Zila
Latur 001589",6.74892E+11,910878167,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Biju Loke,12-12-57,male,"H.No. 055, Sharaf Chowk
Ratlam 536473",3.47563E+11,1.9187E+12,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kavya Bala,10-05-09,male,"H.No. 09
Warrior, Muzaffarnagar 070819",3.34631E+11,2.99969E+12,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Keya Mammen,30-01-39,female,"H.No. 17
Kade Circle, Buxar-650633",49587391793,4.74969E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Raunak Gill,19-03-75,male,"76
Rau Chowk, Kurnool 927226",8.36404E+11,9126095495,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Alia Ramachandran,17-08-44,female,"31/233
Ganesh Marg, Erode 975626",5.25884E+11,8.80642E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ahana  Bedi,08-06-23,male,"344
Mangal Street
Bellary-569389",9.49505E+11,8769455125,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Devansh Buch,22-08-13,male,"56, Bali Zila
Jamalpur-413692",81719854834,3.7676E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Prerak Sarna,06-01-22,female,"H.No. 119, Krishna Road, Parbhani-157685",6.74756E+11,29798873502,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Akarsh Chanda,08-12-66,female,"70/64
Tank Street, Junagadh 921922",3.69372E+11,6.51264E+12,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Dhruv Bajwa,27-05-94,female,"90, Gala Path
Bhimavaram 009788",3.44185E+11,9.1162E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Anaya Shenoy,02-10-64,female,"H.No. 057, Varkey Road, Dibrugarh-140554",2.48009E+11,1647845189,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Devansh Lall,16-12-23,male,"H.No. 832
Hari Chowk, Gulbarga-945892",7.68215E+11,9.87869E+12,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kimaya Bhasin,16-10-27,female,"12/991, Chandran Chowk
Ramagundam-069523",74444829601,695870289,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Aniruddh Dube,13-01-96,male,"32, Balasubramanian Zila
Bhalswa Jahangir Pur-466486",6.91406E+11,3528115275,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Rania Rajan,19-03-62,female,"00
Bhatnagar Ganj, Mysore-176302",9.75939E+11,6368194520,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ishaan Tank,12-06-52,male,"H.No. 03, Vasa Nagar
Hindupur-522613",9.23617E+11,8409241443,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Vritika Wable,14-02-86,female,"58/81, Chand Street
Bhiwani 131226",8.38671E+11,6.2677E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Aarush Lala,06-08-60,male,"H.No. 870
Ganguly Street, Bhilai-160951",1.02298E+11,913766706,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kabir Bakshi,16-04-17,male,"34/82, Sekhon Marg
Dhanbad-715141",2.99292E+11,3169102690,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Samaira Deo,20-07-32,female,"72/46, Bhatt Marg
Vijayanagaram 772482",9.80002E+11,9117465243,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Yasmin Dugar,14-02-09,female,"H.No. 10
Balan Chowk, Dhanbad 762592",7.63943E+11,9.06788E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Faiyaz Johal,13-12-42,male,"34, Mahal Path, Nadiad-500132",7.58503E+11,312775504,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Samarth Thaman,04-10-59,female,"11
Suri Circle, Gandhinagar-275058",9.15604E+11,1.8877E+12,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Vanya Bava,22-04-16,female,"H.No. 02
Keer Chowk
Thiruvananthapuram 147737",2.71944E+11,916986734,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Samaira Suri,17-03-21,male,"H.No. 937
Iyer Ganj, Mehsana 600195",6.56568E+11,9117887244,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Aaina Karpe,28-03-90,female,"H.No. 055
Dara Road
Coimbatore 949146",2.00146E+11,915903462,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kimaya Manne,22-10-43,female,"51, Kakar Marg, Darbhanga-490922",5.24104E+11,9117281920,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Prisha Koshy,11-06-98,female,"348
Bhattacharyya, Moradabad-874812",2.70704E+11,4.93715E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Dhanuk Bali,05-08-95,female,"732, Issac Road, Kochi 726117",3.31914E+11,9.16978E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Rania Chanda,28-11-83,female,"262, Shetty, Gaya-017638",1.55029E+11,6048785846,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Alisha Rege,31-03-95,female,"H.No. 548, Vaidya Nagar
Kishanganj 000778",2.47519E+11,9.17992E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Lavanya Vora,30-03-10,male,"41/85, Hayre Zila, Tirunelveli-876319",2.8219E+11,916846855,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Shaan Chaudhuri,06-09-38,male,"H.No. 00
Krishnamurthy Street
Singrauli-445750",8.6842E+11,1926071304,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Keya Chadha,16-11-00,female,"H.No. 22, Mani Path, Bijapur 540111",9.90677E+11,8.42298E+12,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ritvik Sanghvi,01-01-58,female,"364
Swamy Ganj
Akola-841724",5.41765E+11,7.93383E+12,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kanav Sabharwal,21-02-13,male,"H.No. 30
Chad Zila, Parbhani 176739",3.10663E+11,5187433156,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Baiju Date,12-12-51,female,"01/46
Lad Circle, Sambalpur 218722",4.51172E+11,470661176,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Aayush Desai,13-01-43,female,"H.No. 88, Sankar Nagar
Pallavaram-279673",4.31748E+11,601954629,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Yuvaan Saha,01-01-15,male,"75, Ramanathan
Kochi-600594",3.56927E+11,4227883078,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Baiju Barad,10-11-25,female,"15/45, Sachdev
Ambala-189598",2.27087E+11,9.10812E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Anay Yogi,26-01-94,female,"H.No. 388
Borde Circle, Jalgaon-270493",7.52701E+11,9159138874,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kanav Barad,11-12-47,male,"44/31
Randhawa Road
Loni 505732",43898457552,9.10861E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kashvi Mani,17-11-94,female,"H.No. 041
Dua Street
Secunderabad-060058",8.29933E+11,511933414,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ivana Karpe,21-02-73,female,"957
Bora Path
Thanjavur-353592",7.7551E+11,9.86585E+12,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Hunar Bhasin,01-10-08,female,"81/234
Kunda Road, Ratlam-284843",6.18483E+11,9.3907E+12,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Shamik Shetty,25-01-57,female,"H.No. 77
Kohli Chowk
Coimbatore 418505",80235690053,884970419,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Yakshit Bora,14-10-40,female,"69/121
Balan Path
Narasaraopet-322568",5.07384E+11,420931404,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Miraya Halder,24-11-52,male,"33, Goswami Road, Thane 620078",8.38365E+11,4.27765E+12,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Hazel Sandhu,20-05-68,female,"10
Rout Road, Alwar 656990",9.36671E+11,5887237831,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ishaan Dani,19-12-93,male,"85/361, Uppal Nagar, Pondicherry 559973",2.7114E+11,9179027888,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Fateh Chhabra,29-09-16,male,"50, Balan Marg
Purnia-720297",8.9499E+11,5787871933,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Devansh Saraf,29-01-15,female,"H.No. 81
Bhargava
Amritsar 133166",61671028556,5.11816E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Lakshit Bhargava,16-02-42,female,"H.No. 68
Andra Marg
Dewas 961535",3.95585E+11,97178373539,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ishita Varma,12-11-44,male,"88/000, Dubey Street, Nanded-010412",7.62673E+11,9156004474,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Ritvik Badal,30-11-27,male,"H.No. 904, Comar Zila
Kavali-192415",9.57193E+11,7889522912,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Dhanuk Varghese,09-07-53,female,"934, Andra Path
Rohtak 036740",5.53969E+11,9.11894E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kavya Bava,30-10-07,male,"H.No. 005
Saran, Secunderabad-966070",7.94358E+11,9.16693E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Saanvi Vohra,10-10-25,male,"733
Chakrabarti Ganj, Udaipur 456849",2.87018E+11,9146916367,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Dharmajan Khare,25-10-56,male,"16/626, Datta Ganj, Purnia 406675",6.15232E+11,9129227987,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Zeeshan Chanda,26-02-20,male,"H.No. 93, Rajagopal Road, North Dumdum 468935",66653979414,910836067,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Shaan Bhat,20-10-09,male,"841, Sur Circle
Rewa 186982",6.28564E+11,53977286285,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kismat Jani,01-05-60,male,"H.No. 913
Taneja Marg, Ahmedabad 482793",5.7164E+11,8818090127,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Madhav Gola,16-06-49,female,"02, Madan Circle
Hajipur-610495",4.59588E+11,340733262,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Anay Ravi,28-08-65,male,"H.No. 776, Kade, Belgaum 989577",3.51546E+11,32277275245,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Hunar Bora,06-06-00,female,"39, Toor Marg
Bhind-292277",4.16853E+11,6879823510,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Zeeshan Soman,03-11-04,female,"H.No. 53, Hari Ganj
Rajpur Sonarpur-881710",4.52065E+11,1.97721E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Divit Dash,18-11-56,male,"H.No. 442, Gera Street
Jalandhar-689238",32917910351,9176602391,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Miraan Sule,20-09-35,female,"52/43, Setty Path, Yamunanagar-814531",6.39341E+11,916687213,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Lakshit Som,03-02-21,female,"32
Bera Road, Amravati-558574",19677621320,1.38888E+12,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Farhan Sethi,28-05-82,female,"592, Batra Street, Baranagar 415131",7.37846E+11,9.11922E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Jayan Behl,04-06-21,male,"55/52, Sibal Chowk, Junagadh-839062",2.29852E+11,919607541,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Armaan Comar,24-05-90,male,"19/12
Shah Ganj
Rewa-544407",9.37197E+11,7408880525,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Urvi Rout,13-05-53,male,"75, Guha Road
Gudivada-809844",9.6842E+11,163706249,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Rhea Vaidya,12-07-99,male,"924, Deshmukh Ganj, Kochi-822967",16566427019,8051600103,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
